"""1990",2,4917.1001,"5.23333327"""
"""1990",3,4906.5,"5.23333327"""
"""1990",4,4867.2002,"5.366666794"""
"""1991",1,4842,"5.300000032"""
"""1991",2,4867.8999,"5.333333333"""
"""1991",3,4879.8999,"5.699999968"""
"""1991",4,4880.7998,"6.133333365"""
"""1992",1,4918.5,"6.600000064"""
"""1992",2,4947.5,"6.833333333"""
"""1992",3,4990.5,"6.866666794"""
"""1992",4,5060.7002,"7.100000064"""
"""1993",1,5075.2998,"7.366666794"""
"""1993",2,5105.3999,"7.600000064"""
"""1993",3,5139.3999,"7.633333206"""
"""1993",4,5218,"7.366666794"""
"""1994",1,5261.1001,"7.133333365"""
"""1994",2,5314.1001,"7.066666603"""
"""1994",3,5367,"6.800000032"""
"""1994",4,5433.7998,"6.633333365"""
"""1995",1,5470.1001,"6.633333206"""
"""1995",2,5487.7998,"6.199999968"""
"""1995",3,5544.6001,"6"""
"""1995",4,0,"5.566666603"""
"""1996",1,0,"5.533333302"""
"""1996",2,0,"5.633333206"""
"""1996",3,0,"5.633333206"""
